locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPKCHJG_00230	CDS	321				hypothetical protein
BIPKCHJG_00230	gene	321				
BIPKCHJG_00231	CDS	558				hypothetical protein
BIPKCHJG_00231	gene	558				
BIPKCHJG_00232	CDS	831				hypothetical protein
BIPKCHJG_00232	gene	831				
BIPKCHJG_00233	CDS	705				hypothetical protein
BIPKCHJG_00233	gene	705				
BIPKCHJG_00234	CDS	564				hypothetical protein
BIPKCHJG_00234	gene	564				
BIPKCHJG_00235	CDS	489			COG1253	putative protein
BIPKCHJG_00235	gene	489				
BIPKCHJG_00236	CDS	717	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
BIPKCHJG_00236	gene	717	mshA_1			
BIPKCHJG_00237	CDS	321				hypothetical protein
BIPKCHJG_00237	gene	321				
BIPKCHJG_00238	CDS	291				hypothetical protein
BIPKCHJG_00238	gene	291				
BIPKCHJG_00239	CDS	456				hypothetical protein
BIPKCHJG_00239	gene	456				
BIPKCHJG_00240	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
BIPKCHJG_00240	gene	1086	ychF			
BIPKCHJG_00241	CDS	2115	rafA	3.2.1.22		Alpha-galactosidase
BIPKCHJG_00241	gene	2115	rafA			
BIPKCHJG_00242	CDS	516	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
BIPKCHJG_00242	gene	516	rppH_1			
BIPKCHJG_00243	CDS	630				hypothetical protein
BIPKCHJG_00243	gene	630				
BIPKCHJG_00244	CDS	1203				hypothetical protein
BIPKCHJG_00244	gene	1203				
BIPKCHJG_00245	CDS	1038	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
BIPKCHJG_00245	gene	1038	ispH2			
BIPKCHJG_00246	CDS	1236	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BIPKCHJG_00246	gene	1236	xseA			
BIPKCHJG_00247	CDS	216	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
BIPKCHJG_00247	gene	216	xseB			
BIPKCHJG_00248	CDS	678				hypothetical protein
BIPKCHJG_00248	gene	678				
BIPKCHJG_00249	CDS	912	scrK	2.7.1.4	COG0524	Fructokinase
BIPKCHJG_00249	gene	912	scrK			
BIPKCHJG_00250	CDS	1683	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
BIPKCHJG_00250	gene	1683	fumA			
BIPKCHJG_00251	CDS	705	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
BIPKCHJG_00251	gene	705	mtcA2			
BIPKCHJG_00252	CDS	816	ycbX		COG0633	putative protein YcbX
BIPKCHJG_00252	gene	816	ycbX			
BIPKCHJG_00253	CDS	726				hypothetical protein
BIPKCHJG_00253	gene	726				
BIPKCHJG_00254	CDS	237				hypothetical protein
BIPKCHJG_00254	gene	237				
BIPKCHJG_00255	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
BIPKCHJG_00255	gene	1347	glmM			
BIPKCHJG_00256	CDS	255				hypothetical protein
BIPKCHJG_00256	gene	255				
BIPKCHJG_00257	CDS	279				hypothetical protein
BIPKCHJG_00257	gene	279				
BIPKCHJG_00258	CDS	495	rpsI		COG0103	30S ribosomal protein S9
BIPKCHJG_00258	gene	495	rpsI			
BIPKCHJG_00259	CDS	462	rplM		COG0102	50S ribosomal protein L13
BIPKCHJG_00259	gene	462	rplM			
BIPKCHJG_00260	CDS	582				hypothetical protein
BIPKCHJG_00260	gene	582				
BIPKCHJG_00261	CDS	1257				hypothetical protein
BIPKCHJG_00261	gene	1257				
BIPKCHJG_00262	CDS	243				hypothetical protein
BIPKCHJG_00262	gene	243				
BIPKCHJG_00263	CDS	390	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
BIPKCHJG_00263	gene	390	vapC_1			
BIPKCHJG_00264	CDS	1971	ftsH3_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
BIPKCHJG_00264	gene	1971	ftsH3_1			
BIPKCHJG_00265	CDS	642	nreC_1		COG2197	Oxygen regulatory protein NreC
BIPKCHJG_00265	gene	642	nreC_1			
BIPKCHJG_00266	CDS	1239	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
BIPKCHJG_00266	gene	1239	desK_1			
BIPKCHJG_00267	CDS	2235	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
BIPKCHJG_00267	gene	2235	mmpL3_1			
BIPKCHJG_00268	CDS	855		2.7.1.184		Sulfofructose kinase
BIPKCHJG_00268	gene	855				
BIPKCHJG_00269	CDS	2490	amy_1	3.2.1.1		Alpha-amylase
BIPKCHJG_00269	gene	2490	amy_1			
BIPKCHJG_00270	CDS	1710	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
BIPKCHJG_00270	gene	1710	ybiT			
BIPKCHJG_00271	CDS	1368	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
BIPKCHJG_00271	gene	1368	dadA1			
BIPKCHJG_00272	CDS	1608				hypothetical protein
BIPKCHJG_00272	gene	1608				
BIPKCHJG_00273	CDS	309				hypothetical protein
BIPKCHJG_00273	gene	309				
BIPKCHJG_00274	CDS	411				hypothetical protein
BIPKCHJG_00274	gene	411				
BIPKCHJG_00275	CDS	999		3.6.-.-	COG1703	putative GTPase
BIPKCHJG_00275	gene	999				
BIPKCHJG_00276	CDS	2154	mutB	5.4.99.2	COG1884	Methylmalonyl-CoA mutase large subunit
BIPKCHJG_00276	gene	2154	mutB			
BIPKCHJG_00277	CDS	1848	mutA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase small subunit
BIPKCHJG_00277	gene	1848	mutA			
BIPKCHJG_00278	CDS	837	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
BIPKCHJG_00278	gene	837	truA			
BIPKCHJG_00279	CDS	777	lytN	3.-.-.-		putative cell wall hydrolase LytN
BIPKCHJG_00279	gene	777	lytN			
BIPKCHJG_00280	CDS	306				hypothetical protein
BIPKCHJG_00280	gene	306				
BIPKCHJG_00281	CDS	501				hypothetical protein
BIPKCHJG_00281	gene	501				
BIPKCHJG_00282	CDS	900				hypothetical protein
BIPKCHJG_00282	gene	900				
BIPKCHJG_00283	CDS	330				hypothetical protein
BIPKCHJG_00283	gene	330				
BIPKCHJG_00284	CDS	426				hypothetical protein
BIPKCHJG_00284	gene	426				
BIPKCHJG_00285	CDS	252				hypothetical protein
BIPKCHJG_00285	gene	252				
BIPKCHJG_00286	CDS	777				hypothetical protein
BIPKCHJG_00286	gene	777				
BIPKCHJG_00287	CDS	237	fitA			Antitoxin FitA
BIPKCHJG_00287	gene	237	fitA			
BIPKCHJG_00288	CDS	429	fitB_1	3.1.-.-		Toxin FitB
BIPKCHJG_00288	gene	429	fitB_1			
BIPKCHJG_00289	CDS	1686				hypothetical protein
BIPKCHJG_00289	gene	1686				
BIPKCHJG_00290	CDS	237				hypothetical protein
BIPKCHJG_00290	gene	237				
BIPKCHJG_00291	CDS	411				hypothetical protein
BIPKCHJG_00291	gene	411				
BIPKCHJG_00292	CDS	411				hypothetical protein
BIPKCHJG_00292	gene	411				
BIPKCHJG_00293	CDS	1251				hypothetical protein
BIPKCHJG_00293	gene	1251				
BIPKCHJG_00294	CDS	369	yocK_1		COG1734	General stress protein 16O
BIPKCHJG_00294	gene	369	yocK_1			
BIPKCHJG_00295	CDS	507	ble			Bleomycin resistance protein
BIPKCHJG_00295	gene	507	ble			
BIPKCHJG_00296	CDS	3315				hypothetical protein
BIPKCHJG_00296	gene	3315				
BIPKCHJG_00297	CDS	747				hypothetical protein
BIPKCHJG_00297	gene	747				
BIPKCHJG_00298	CDS	888				DnaJ-like protein MG200
BIPKCHJG_00298	gene	888				
BIPKCHJG_00299	CDS	711				hypothetical protein
BIPKCHJG_00299	gene	711				
BIPKCHJG_00300	CDS	507				hypothetical protein
BIPKCHJG_00300	gene	507				
BIPKCHJG_00301	CDS	3465		4.1.1.38		PPi-type phosphoenolpyruvate carboxykinase
BIPKCHJG_00301	gene	3465				
BIPKCHJG_00302	CDS	300				hypothetical protein
BIPKCHJG_00302	gene	300				
BIPKCHJG_00303	CDS	1074				hypothetical protein
BIPKCHJG_00303	gene	1074				
BIPKCHJG_00304	CDS	192				hypothetical protein
BIPKCHJG_00304	gene	192				
BIPKCHJG_00305	CDS	378	doc		COG3654	Toxin Doc
BIPKCHJG_00305	gene	378	doc			
BIPKCHJG_00306	CDS	378				putative protein
BIPKCHJG_00306	gene	378				
BIPKCHJG_00307	CDS	849				hypothetical protein
BIPKCHJG_00307	gene	849				
BIPKCHJG_00308	CDS	237				hypothetical protein
BIPKCHJG_00308	gene	237				
BIPKCHJG_00309	CDS	915				hypothetical protein
BIPKCHJG_00309	gene	915				
BIPKCHJG_00310	CDS	1719	atzE	3.5.1.84		Biuret hydrolase
BIPKCHJG_00310	gene	1719	atzE			
BIPKCHJG_00311	CDS	1362	puuP		COG0531	Putrescine importer PuuP
BIPKCHJG_00311	gene	1362	puuP			
BIPKCHJG_00312	CDS	1626	nfdA_1	3.5.1.91		N-substituted formamide deformylase
BIPKCHJG_00312	gene	1626	nfdA_1			
BIPKCHJG_00313	CDS	876	ramA	3.5.1.100		(R)-stereoselective amidase
BIPKCHJG_00313	gene	876	ramA			
BIPKCHJG_00314	CDS	864				hypothetical protein
BIPKCHJG_00314	gene	864				
BIPKCHJG_00315	CDS	381				hypothetical protein
BIPKCHJG_00315	gene	381				
BIPKCHJG_00316	CDS	201				hypothetical protein
BIPKCHJG_00316	gene	201				
BIPKCHJG_00317	CDS	138				hypothetical protein
BIPKCHJG_00317	gene	138				
BIPKCHJG_00318	CDS	999	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
BIPKCHJG_00318	gene	999	tdh_1			
BIPKCHJG_00319	CDS	2577	nplT	3.2.1.135		Neopullulanase
BIPKCHJG_00319	gene	2577	nplT			
BIPKCHJG_00320	CDS	798	btuF		COG0614	Vitamin B12-binding protein
BIPKCHJG_00320	gene	798	btuF			
BIPKCHJG_00321	CDS	2298	lytB_1		COG2247	Amidase enhancer
BIPKCHJG_00321	gene	2298	lytB_1			
BIPKCHJG_00322	CDS	1143			COG4129	putative protein
BIPKCHJG_00322	gene	1143				
BIPKCHJG_00323	CDS	870	vgb_2	4.2.99.-		Virginiamycin B lyase
BIPKCHJG_00323	gene	870	vgb_2			
BIPKCHJG_00324	CDS	711				hypothetical protein
BIPKCHJG_00324	gene	711				
BIPKCHJG_00325	CDS	249				hypothetical protein
BIPKCHJG_00325	gene	249				
BIPKCHJG_00326	CDS	804				hypothetical protein
BIPKCHJG_00326	gene	804				
BIPKCHJG_00327	CDS	918				hypothetical protein
BIPKCHJG_00327	gene	918				
BIPKCHJG_00328	CDS	1209				hypothetical protein
BIPKCHJG_00328	gene	1209				
BIPKCHJG_00329	CDS	1269				hypothetical protein
BIPKCHJG_00329	gene	1269				
BIPKCHJG_00330	CDS	1650	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
BIPKCHJG_00330	gene	1650	nylB			
BIPKCHJG_00331	CDS	1296			COG1055	putative transporter
BIPKCHJG_00331	gene	1296				
BIPKCHJG_00332	CDS	1065				hypothetical protein
BIPKCHJG_00332	gene	1065				
BIPKCHJG_00333	CDS	501				putative protein
BIPKCHJG_00333	gene	501				
BIPKCHJG_00334	CDS	894	ppk2B	2.7.4.1	COG2326	Polyphosphate kinase PPK2B
BIPKCHJG_00334	gene	894	ppk2B			
BIPKCHJG_00335	CDS	297				hypothetical protein
BIPKCHJG_00335	gene	297				
BIPKCHJG_00336	CDS	933		3.1.1.23	COG2267	Monoacylglycerol lipase
BIPKCHJG_00336	gene	933				
BIPKCHJG_00337	CDS	396				hypothetical protein
BIPKCHJG_00337	gene	396				
BIPKCHJG_00338	CDS	1083				hypothetical protein
BIPKCHJG_00338	gene	1083				
BIPKCHJG_00339	CDS	561	lytB_2		COG2247	Amidase enhancer
BIPKCHJG_00339	gene	561	lytB_2			
BIPKCHJG_00340	CDS	375				hypothetical protein
BIPKCHJG_00340	gene	375				
BIPKCHJG_00341	CDS	606				hypothetical protein
BIPKCHJG_00341	gene	606				
BIPKCHJG_00342	CDS	1065		1.-.-.-	COG1018	NADPH oxidoreductase
BIPKCHJG_00342	gene	1065				
BIPKCHJG_00343	CDS	1335	desA3	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
BIPKCHJG_00343	gene	1335	desA3			
BIPKCHJG_00344	CDS	1161	czcO_1	1.-.-.-	COG2072	putative oxidoreductase CzcO
BIPKCHJG_00344	gene	1161	czcO_1			
BIPKCHJG_00345	CDS	177				hypothetical protein
BIPKCHJG_00345	gene	177				
BIPKCHJG_00346	CDS	951				hypothetical protein
BIPKCHJG_00346	gene	951				
BIPKCHJG_00347	CDS	495				hypothetical protein
BIPKCHJG_00347	gene	495				
BIPKCHJG_00348	CDS	294				hypothetical protein
BIPKCHJG_00348	gene	294				
BIPKCHJG_00349	CDS	2712	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
BIPKCHJG_00349	gene	2712	ppdK			
BIPKCHJG_00350	CDS	1143				hypothetical protein
BIPKCHJG_00350	gene	1143				
BIPKCHJG_00351	CDS	234				hypothetical protein
BIPKCHJG_00351	gene	234				
BIPKCHJG_00352	CDS	339	plaP		COG0531	Low-affinity putrescine importer PlaP
BIPKCHJG_00352	gene	339	plaP			
BIPKCHJG_00353	CDS	270				hypothetical protein
BIPKCHJG_00353	gene	270				
BIPKCHJG_00354	CDS	234				hypothetical protein
BIPKCHJG_00354	gene	234				
BIPKCHJG_00355	CDS	933	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BIPKCHJG_00355	gene	933	nnr_1			
BIPKCHJG_00356	CDS	774	gpgP_1	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
BIPKCHJG_00356	gene	774	gpgP_1			
BIPKCHJG_00357	CDS	204				hypothetical protein
BIPKCHJG_00357	gene	204				
BIPKCHJG_00358	CDS	1212	camA_1	1.18.1.5		Putidaredoxin reductase CamA
BIPKCHJG_00358	gene	1212	camA_1			
BIPKCHJG_00359	CDS	1350	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
BIPKCHJG_00359	gene	1350	nhaP2			
BIPKCHJG_00360	CDS	555	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
BIPKCHJG_00360	gene	555	yraA			
BIPKCHJG_00361	CDS	264				hypothetical protein
BIPKCHJG_00361	gene	264				
BIPKCHJG_00362	CDS	2109	katE	1.11.1.6		Catalase C
BIPKCHJG_00362	gene	2109	katE			
BIPKCHJG_00363	CDS	1182		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
BIPKCHJG_00363	gene	1182				
BIPKCHJG_00364	CDS	972	acr1_1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
BIPKCHJG_00364	gene	972	acr1_1			
BIPKCHJG_00365	CDS	996				hypothetical protein
BIPKCHJG_00365	gene	996				
BIPKCHJG_00366	CDS	1365	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
BIPKCHJG_00366	gene	1365	mshB_1			
BIPKCHJG_00367	CDS	765				hypothetical protein
BIPKCHJG_00367	gene	765				
BIPKCHJG_00368	CDS	1074	pimA_1	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
BIPKCHJG_00368	gene	1074	pimA_1			
BIPKCHJG_00369	CDS	975	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BIPKCHJG_00369	gene	975	murG_1			
BIPKCHJG_00370	CDS	864				hypothetical protein
BIPKCHJG_00370	gene	864				
BIPKCHJG_00371	CDS	801				hypothetical protein
BIPKCHJG_00371	gene	801				
BIPKCHJG_00372	CDS	525				hypothetical protein
BIPKCHJG_00372	gene	525				
BIPKCHJG_00373	CDS	657				hypothetical protein
BIPKCHJG_00373	gene	657				
BIPKCHJG_00374	CDS	312				hypothetical protein
BIPKCHJG_00374	gene	312				
BIPKCHJG_00375	CDS	336				hypothetical protein
BIPKCHJG_00375	gene	336				
BIPKCHJG_00376	CDS	498			COG5592	DNA nickase
BIPKCHJG_00376	gene	498				
BIPKCHJG_00377	CDS	879				hypothetical protein
BIPKCHJG_00377	gene	879				
BIPKCHJG_00378	CDS	633	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
BIPKCHJG_00378	gene	633	czcD_1			
BIPKCHJG_00379	CDS	3081	cbhB	3.2.1.91		Exoglucanase B
BIPKCHJG_00379	gene	3081	cbhB			
BIPKCHJG_00380	CDS	288	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
BIPKCHJG_00380	gene	288	araQ_1			
BIPKCHJG_00381	CDS	228				hypothetical protein
BIPKCHJG_00381	gene	228				
BIPKCHJG_00382	CDS	273				hypothetical protein
BIPKCHJG_00382	gene	273				
BIPKCHJG_00383	CDS	873	tolB_1			Protein TolB
BIPKCHJG_00383	gene	873	tolB_1			
BIPKCHJG_00384	CDS	906	tolB_2			Protein TolB
BIPKCHJG_00384	gene	906	tolB_2			
BIPKCHJG_00385	CDS	708				hypothetical protein
BIPKCHJG_00385	gene	708				
BIPKCHJG_00386	CDS	567	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
BIPKCHJG_00386	gene	567	araQ_2			
BIPKCHJG_00387	CDS	219				hypothetical protein
BIPKCHJG_00387	gene	219				
BIPKCHJG_00388	CDS	384	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
BIPKCHJG_00388	gene	384	vapC9_1			
BIPKCHJG_00389	CDS	1701	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
BIPKCHJG_00389	gene	1701	fhs			
BIPKCHJG_00390	CDS	525	pfkB_1	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
BIPKCHJG_00390	gene	525	pfkB_1			
BIPKCHJG_00391	CDS	429	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
BIPKCHJG_00391	gene	429	lacC			
BIPKCHJG_00392	CDS	813				hypothetical protein
BIPKCHJG_00392	gene	813				
BIPKCHJG_00393	CDS	2586	yxlF_3	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BIPKCHJG_00393	gene	2586	yxlF_3			
BIPKCHJG_00394	CDS	513				hypothetical protein
BIPKCHJG_00394	gene	513				
BIPKCHJG_00395	CDS	1401	nylA_1	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
BIPKCHJG_00395	gene	1401	nylA_1			
BIPKCHJG_00396	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
BIPKCHJG_00396	gene	780				
BIPKCHJG_00397	CDS	1521				hypothetical protein
BIPKCHJG_00397	gene	1521				
BIPKCHJG_00398	CDS	870				hypothetical protein
BIPKCHJG_00398	gene	870				
BIPKCHJG_00399	CDS	957	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
BIPKCHJG_00399	gene	957	ygbT			
BIPKCHJG_00400	CDS	693	cse3	3.1.-.-		CRISPR-associated endoribonuclease Cse3
BIPKCHJG_00400	gene	693	cse3			
BIPKCHJG_00401	CDS	759	casD			CRISPR system Cascade subunit CasD
BIPKCHJG_00401	gene	759	casD			
BIPKCHJG_00402	CDS	1134	casC			CRISPR system Cascade subunit CasC
BIPKCHJG_00402	gene	1134	casC			
BIPKCHJG_00403	CDS	651				hypothetical protein
BIPKCHJG_00403	gene	651				
BIPKCHJG_00404	CDS	1647	cse1			CRISPR-associated protein CasA/Cse1
BIPKCHJG_00404	gene	1647	cse1			
BIPKCHJG_00405	CDS	4122	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3
BIPKCHJG_00405	gene	4122	cas3			
BIPKCHJG_00406	CDS	1284			COG1373	putative protein
BIPKCHJG_00406	gene	1284				
BIPKCHJG_00407	CDS	204				hypothetical protein
BIPKCHJG_00407	gene	204				
BIPKCHJG_00408	CDS	171				hypothetical protein
BIPKCHJG_00408	gene	171				
BIPKCHJG_00409	CDS	1233				hypothetical protein
BIPKCHJG_00409	gene	1233				
BIPKCHJG_00410	CDS	744				hypothetical protein
BIPKCHJG_00410	gene	744				
BIPKCHJG_00411	CDS	1842	spoVK		COG0464	Stage V sporulation protein K
BIPKCHJG_00411	gene	1842	spoVK			
BIPKCHJG_00412	CDS	1314				hypothetical protein
BIPKCHJG_00412	gene	1314				
BIPKCHJG_00413	CDS	1026	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
BIPKCHJG_00413	gene	1026	glnH_1			
BIPKCHJG_00414	CDS	1215				hypothetical protein
BIPKCHJG_00414	gene	1215				
BIPKCHJG_00415	CDS	2460	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
BIPKCHJG_00415	gene	2460	pknG			
BIPKCHJG_00416	CDS	1473	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
BIPKCHJG_00416	gene	1473	prpC_1			
BIPKCHJG_00417	CDS	1275				hypothetical protein
BIPKCHJG_00417	gene	1275				
BIPKCHJG_00418	CDS	1062				hypothetical protein
BIPKCHJG_00418	gene	1062				
BIPKCHJG_00419	CDS	765	ipuF	3.4.-.-		Gamma-glutamyl-L-1-hydroxyisopropylamide hydrolase
BIPKCHJG_00419	gene	765	ipuF			
BIPKCHJG_00420	CDS	1059	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
BIPKCHJG_00420	gene	1059	eis			
BIPKCHJG_00421	CDS	828				hypothetical protein
BIPKCHJG_00421	gene	828				
BIPKCHJG_00422	CDS	903				hypothetical protein
BIPKCHJG_00422	gene	903				
BIPKCHJG_00423	CDS	555				hypothetical protein
BIPKCHJG_00423	gene	555				
BIPKCHJG_00424	CDS	282				hypothetical protein
BIPKCHJG_00424	gene	282				
BIPKCHJG_00425	CDS	825				Insertion sequence IS5376 putative ATP-binding protein
BIPKCHJG_00425	gene	825				
BIPKCHJG_00426	CDS	1668				hypothetical protein
BIPKCHJG_00426	gene	1668				
BIPKCHJG_00427	CDS	153				hypothetical protein
BIPKCHJG_00427	gene	153				
BIPKCHJG_00428	CDS	936	aacA-aphD			Bifunctional AAC/APH
BIPKCHJG_00428	gene	936	aacA-aphD			
BIPKCHJG_00429	CDS	429				hypothetical protein
BIPKCHJG_00429	gene	429				
BIPKCHJG_00430	CDS	2187				hypothetical protein
BIPKCHJG_00430	gene	2187				
BIPKCHJG_00431	CDS	861	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BIPKCHJG_00431	gene	861	fabG_1			
BIPKCHJG_00432	CDS	132				hypothetical protein
BIPKCHJG_00432	gene	132				
BIPKCHJG_00433	CDS	903	gltC_1			HTH-type transcriptional regulator GltC
BIPKCHJG_00433	gene	903	gltC_1			
BIPKCHJG_00434	CDS	1362				hypothetical protein
BIPKCHJG_00434	gene	1362				
BIPKCHJG_00435	CDS	1227	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
BIPKCHJG_00435	gene	1227	yihS			
BIPKCHJG_00436	CDS	618				hypothetical protein
BIPKCHJG_00436	gene	618				
BIPKCHJG_00437	CDS	657				hypothetical protein
BIPKCHJG_00437	gene	657				
BIPKCHJG_00438	CDS	993				hypothetical protein
BIPKCHJG_00438	gene	993				
BIPKCHJG_00439	CDS	798	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
BIPKCHJG_00439	gene	798	crt_1			
BIPKCHJG_00440	CDS	2037	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
BIPKCHJG_00440	gene	2037	nadE			
BIPKCHJG_00441	CDS	426				putative protein
BIPKCHJG_00441	gene	426				
BIPKCHJG_00442	CDS	672				hypothetical protein
BIPKCHJG_00442	gene	672				
BIPKCHJG_00443	CDS	1287		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
BIPKCHJG_00443	gene	1287				
BIPKCHJG_00444	CDS	1254	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BIPKCHJG_00444	gene	1254	glgC_1			
BIPKCHJG_00445	CDS	309				hypothetical protein
BIPKCHJG_00445	gene	309				
BIPKCHJG_00446	CDS	1296				hypothetical protein
BIPKCHJG_00446	gene	1296				
BIPKCHJG_00447	CDS	873				hypothetical protein
BIPKCHJG_00447	gene	873				
BIPKCHJG_00448	CDS	456				hypothetical protein
BIPKCHJG_00448	gene	456				
BIPKCHJG_00449	CDS	699	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
BIPKCHJG_00449	gene	699	hxpA			
BIPKCHJG_00450	CDS	1662		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
BIPKCHJG_00450	gene	1662				
BIPKCHJG_00451	CDS	582	bpa			Bacterial proteasome activator
BIPKCHJG_00451	gene	582	bpa			
BIPKCHJG_00452	CDS	939	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
BIPKCHJG_00452	gene	939	desA1			
BIPKCHJG_00453	CDS	2844				hypothetical protein
BIPKCHJG_00453	gene	2844				
BIPKCHJG_00454	CDS	726	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
BIPKCHJG_00454	gene	726	macB_1			
BIPKCHJG_00455	CDS	651				hypothetical protein
BIPKCHJG_00455	gene	651				
BIPKCHJG_00456	CDS	1098	sigE_1		COG1595	RNA polymerase sigma-E factor
BIPKCHJG_00456	gene	1098	sigE_1			
BIPKCHJG_00457	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
BIPKCHJG_00457	gene	978	qorA_1			
BIPKCHJG_00458	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
BIPKCHJG_00458	gene	918	eamA			
BIPKCHJG_00459	CDS	612	betI_1			HTH-type transcriptional regulator BetI
BIPKCHJG_00459	gene	612	betI_1			
BIPKCHJG_00460	CDS	1293	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
BIPKCHJG_00460	gene	1293	bbsG			
BIPKCHJG_00461	CDS	786	fabG3	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
BIPKCHJG_00461	gene	786	fabG3			
BIPKCHJG_00462	CDS	1092				hypothetical protein
BIPKCHJG_00462	gene	1092				
BIPKCHJG_00463	CDS	675				hypothetical protein
BIPKCHJG_00463	gene	675				
BIPKCHJG_00464	CDS	756		1.-.-.-	COG1028	putative oxidoreductase
BIPKCHJG_00464	gene	756				
BIPKCHJG_00465	CDS	1269				hypothetical protein
BIPKCHJG_00465	gene	1269				
BIPKCHJG_00466	CDS	627				hypothetical protein
BIPKCHJG_00466	gene	627				
BIPKCHJG_00467	CDS	1623	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
BIPKCHJG_00467	gene	1623	hutH			
BIPKCHJG_00468	CDS	333				hypothetical protein
BIPKCHJG_00468	gene	333				
BIPKCHJG_00469	CDS	1653	hutU	4.2.1.49	COG2987	Urocanate hydratase
BIPKCHJG_00469	gene	1653	hutU			
BIPKCHJG_00470	CDS	1200	amaB	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
BIPKCHJG_00470	gene	1200	amaB			
BIPKCHJG_00471	CDS	1323		3.5.4.32	COG0402	8-oxoguanine deaminase
BIPKCHJG_00471	gene	1323				
BIPKCHJG_00472	CDS	1167	hutI	3.5.2.7	COG1228	Imidazolonepropionase
BIPKCHJG_00472	gene	1167	hutI			
BIPKCHJG_00473	CDS	294				hypothetical protein
BIPKCHJG_00473	gene	294				
BIPKCHJG_00474	CDS	660				hypothetical protein
