target_id	length	eff_length	est_counts	tpm
POCFKNDN_00569	1080	934.75	641	24.8213
POCFKNDN_00570	1074	928.75	730	28.4502
POCFKNDN_00571	432	286.938	150	18.9219
POCFKNDN_00572	630	484.75	413	30.8385
POCFKNDN_00573	378	233.195	654	101.513
POCFKNDN_00574	501	355.786	480	48.833
POCFKNDN_00575	1713	1567.75	8623	199.087
POCFKNDN_00576	492	346.786	2894	302.063
POCFKNDN_00577	1017	871.75	5281.97	219.314
POCFKNDN_00578	768	622.75	1613	93.7523
POCFKNDN_00579	1539	1393.75	2458	63.8349
POCFKNDN_00580	345	200.584	413	74.5273
POCFKNDN_00581	594	448.75	732	59.0429
POCFKNDN_00582	843	697.75	801	41.5522
POCFKNDN_00583	1611	1465.75	1447	35.733
POCFKNDN_00584	255	114.133	2907	921.926
POCFKNDN_00585	555	409.75	1393	123.053
POCFKNDN_00586	765	619.75	6074	354.748
POCFKNDN_00587	366	221.33	2784	455.291
POCFKNDN_00588	828	682.75	5413	286.971
POCFKNDN_00589	1914	1768.75	2618	53.5753
POCFKNDN_00590	924	778.75	867	40.2979
POCFKNDN_00591	288	145.149	242	60.348
POCFKNDN_00592	1725	1579.75	2513	57.5791
POCFKNDN_00593	450	304.85	393	46.6624
POCFKNDN_00594	1356	1210.75	757	22.6309
POCFKNDN_00595	840	694.75	352	18.339
POCFKNDN_00596	384	239.171	987	149.372
POCFKNDN_00597	447	301.85	898	107.683
POCFKNDN_00598	1443	1297.75	2892	80.6619
POCFKNDN_00599	1416	1270.75	1226	34.9214
POCFKNDN_00600	1125	979.75	583	21.5384
POCFKNDN_00601	1059	913.75	577	22.8565
POCFKNDN_00602	1848	1702.75	2570	54.6315
POCFKNDN_00603	510	364.786	156	15.4792
POCFKNDN_00604	1896	1750.75	1675	34.6299
POCFKNDN_00605	1047	901.75	120	4.81677
POCFKNDN_00606	453	307.85	813	95.5899
POCFKNDN_00607	76	9.072	388.968	1551.93
POCFKNDN_00608	2181	2035.75	189	3.36046
POCFKNDN_00609	1107	961.75	2393	90.062
POCFKNDN_00610	2748	2602.75	286	3.97736
POCFKNDN_00611	231	92.6068	31	12.1166
POCFKNDN_00612	417	271.967	59	7.85231
POCFKNDN_00613	201	67.8527	10	5.3345
POCFKNDN_00614	1200	1054.75	736	25.2574
POCFKNDN_00615	525	379.75	1317	125.53
POCFKNDN_00616	513	367.75	815	80.217
POCFKNDN_00617	495	349.786	834	86.3027
POCFKNDN_00618	2259	2113.75	10975	187.937
POCFKNDN_00619	309	165.331	1817	397.798
POCFKNDN_00620	204	70.2224	19528	10065.7
POCFKNDN_00621	435	289.909	375	46.8199
POCFKNDN_00622	1458	1312.75	754	20.7898
POCFKNDN_00623	267	125.27	138	39.8744
POCFKNDN_00624	1773	1627.75	222	4.93658
POCFKNDN_00625	360	215.374	94	15.7977
POCFKNDN_00626	1170	1024.75	176	6.21664
POCFKNDN_00627	1434	1288.75	105	2.94905
POCFKNDN_00628	684	538.75	16	1.07496
POCFKNDN_00629	723	577.75	239.976	15.0345
POCFKNDN_00630	1179	1033.75	801	28.0465
POCFKNDN_00631	807	661.75	328	17.9408
POCFKNDN_00632	864	718.75	251	12.6403
POCFKNDN_00633	429	283.967	322	41.044
POCFKNDN_00634	279	136.675	497	131.622
POCFKNDN_00635	351	206.502	318	55.7397
POCFKNDN_00636	321	177.16	1026	209.624
POCFKNDN_00637	405	260.047	778	108.29
POCFKNDN_00638	762	616.75	691	40.5537
POCFKNDN_00639	744	598.75	1189.46	71.9063
POCFKNDN_00640	672	526.75	968	66.5169
POCFKNDN_00641	588	442.75	1673.57	136.819
POCFKNDN_00642	1137	991.75	1610	58.7604
POCFKNDN_00643	375	230.218	66	10.3769
POCFKNDN_00644	900	754.75	104	4.9876
POCFKNDN_00645	687	541.75	188	12.5609
POCFKNDN_00646	987	841.75	547	23.5215
POCFKNDN_00647	1368	1222.75	2005	59.3523
POCFKNDN_00648	1296	1150.75	1216	38.2484
POCFKNDN_00649	513	367.75	586	57.6775
POCFKNDN_00650	504	358.786	1706	172.109
POCFKNDN_00651	261	119.656	1661.81	502.699
POCFKNDN_00652	1200	1054.75	1931	66.2665
POCFKNDN_00653	261	119.656	56	16.9401
POCFKNDN_00654	348	203.584	323	57.4276
POCFKNDN_00655	396	251.098	282	40.6506
POCFKNDN_00656	438	292.909	409	50.5418
POCFKNDN_00657	486	340.786	199	21.1364
POCFKNDN_00658	1335	1189.75	330	10.0397
POCFKNDN_00659	1014	868.75	293	12.2077
POCFKNDN_00660	786	640.75	184	10.3942
POCFKNDN_00661	357	212.438	600	102.23
POCFKNDN_00662	1521	1375.75	4819	126.788
POCFKNDN_00663	558	412.75	1713	150.221
POCFKNDN_00664	1965	1819.75	12372	246.087
POCFKNDN_00665	1914	1768.75	3861	79.0122
POCFKNDN_00666	717	571.75	664	42.0362
POCFKNDN_00667	2040	1894.75	498	9.51346
POCFKNDN_00668	270	128.09	171	48.3218
POCFKNDN_00669	303	159.641	375	85.025
POCFKNDN_00670	1314	1168.75	603	18.6748
POCFKNDN_00671	645	499.75	1280	92.7082
POCFKNDN_00672	1446	1300.75	1041	28.968
POCFKNDN_00673	2238	2092.75	2779	48.0654
POCFKNDN_00674	1665	1519.75	3005	71.5704
POCFKNDN_00675	1092	946.75	1099	42.0168
POCFKNDN_00676	867	721.75	514	25.7773
POCFKNDN_00677	552	406.75	490	43.6043
POCFKNDN_00678	735	589.75	922	56.588
POCFKNDN_00679	1710	1564.75	5170	119.593
POCFKNDN_00680	1320	1174.75	1408	43.3829
POCFKNDN_00681	273	130.945	439	121.349
POCFKNDN_00682	336	191.722	203	38.3253
POCFKNDN_00683	1383	1237.75	24	0.701842
POCFKNDN_00684	978	832.75	178	7.73689
POCFKNDN_00685	978	832.75	51	2.21675
POCFKNDN_00686	1026	880.75	101	4.15078
POCFKNDN_00687	1707	1561.75	91	2.10907
POCFKNDN_00688	1221	1075.75	165	5.5518
POCFKNDN_00689	261	119.656	19	5.74752
POCFKNDN_00690	1245	1099.75	28	0.921563
POCFKNDN_00691	1572	1426.75	0	0
POCFKNDN_00692	258	116.873	84	26.0152
POCFKNDN_00693	2376	2230.75	0	0
POCFKNDN_00694	1500	1354.75	0	0
POCFKNDN_00695	723	577.75	0	0
POCFKNDN_00696	417	271.967	0	0
POCFKNDN_00697	2496	2350.75	1357	20.8946
POCFKNDN_00698	126	20.8936	60	103.944
POCFKNDN_00699	1143	997.75	1365	49.519
POCFKNDN_00700	945	799.75	271	12.2652
POCFKNDN_00701	966	820.75	219	9.65816
POCFKNDN_00702	252	111.399	77	25.0191
POCFKNDN_00703	1164	1018.75	125	4.44123
POCFKNDN_00704	2628	2482.75	288	4.19876
POCFKNDN_00705	3174	3028.75	629	7.51706
POCFKNDN_00706	1176	1030.75	394	13.8358
POCFKNDN_00707	1815	1669.75	474	10.2751
POCFKNDN_00708	3189	3043.75	945	11.2379
POCFKNDN_00709	738	592.75	39	2.38152
POCFKNDN_00710	261	119.656	255	77.1377
POCFKNDN_00711	471	325.819	448	49.7694
POCFKNDN_00712	1302	1156.75	78	2.44071
POCFKNDN_00713	795	649.75	1544	86.0126
POCFKNDN_00714	1110	964.75	672	25.2125
POCFKNDN_00715	663	517.75	248	17.3378
POCFKNDN_00716	273	130.945	540	149.267
POCFKNDN_00717	744	598.75	29407	1777.73
POCFKNDN_00718	576	430.75	1869	157.053
POCFKNDN_00719	1206	1060.75	7338	250.395
POCFKNDN_00720	393	248.123	1347	196.5
POCFKNDN_00721	330	185.834	7503	1461.4
POCFKNDN_00722	1554	1408.75	21837	561.074
POCFKNDN_00723	375	230.218	327	51.4126
POCFKNDN_00724	789	643.75	387	21.7598
POCFKNDN_00725	2325	2179.75	634	10.5279
POCFKNDN_00726	474	328.819	228	25.098
POCFKNDN_00727	2172	2026.75	978.976	17.4837
POCFKNDN_00728	2583	2437.75	1039.76	15.4385
POCFKNDN_00729	1938	1792.75	1378	27.8221
POCFKNDN_00730	1203	1057.75	1109	37.9498
POCFKNDN_00731	369	224.264	233	37.6061
POCFKNDN_00732	330	185.834	202	39.3448
POCFKNDN_00733	2166	2020.75	819	14.6701
POCFKNDN_00734	1881	1735.75	917	19.1224
POCFKNDN_00735	558	412.75	52	4.56013
POCFKNDN_00736	1077	931.75	345	13.4023
POCFKNDN_00737	1296	1150.75	469	14.7521
POCFKNDN_00738	852	706.75	438	22.4321
POCFKNDN_00739	1344	1198.75	156	4.71039
POCFKNDN_00740	555	409.75	2593	229.058
POCFKNDN_00741	318	174.16	684	142.157
POCFKNDN_00742	615	469.75	898	69.1944
POCFKNDN_00743	588	442.75	3616	295.618
POCFKNDN_00744	1410	1264.75	384	10.9897
POCFKNDN_00745	609	463.75	937	73.1336
POCFKNDN_00746	417	271.967	1337	177.941
POCFKNDN_00747	1053	907.75	266	10.6066
POCFKNDN_00748	177	50.1477	801	578.153
POCFKNDN_00749	768	622.75	522	30.3402
POCFKNDN_00750	654	508.75	7003	498.243
POCFKNDN_00751	2418	2272.75	19466.6	310.027
POCFKNDN_00752	633	487.75	941	69.8318
POCFKNDN_00753	1539	1393.75	321.947	8.36105
POCFKNDN_00754	1185	1039.75	809	28.1631
POCFKNDN_00755	252	111.399	358	116.323
POCFKNDN_00756	327	182.926	130	25.7234
POCFKNDN_00757	873	727.75	1036	51.5275
POCFKNDN_00758	1395	1249.75	599	17.3486
POCFKNDN_00759	360	215.374	803	134.953
POCFKNDN_00760	855	709.75	322	16.4215
POCFKNDN_00761	450	304.85	98	11.6359
POCFKNDN_00762	1701	1555.75	267	6.21202
POCFKNDN_00763	906	760.75	188	8.94493
POCFKNDN_00764	1599	1453.75	3289	81.8908
POCFKNDN_00765	1104	958.75	366	13.8177
POCFKNDN_00766	1029	883.75	1182	48.4116
POCFKNDN_00767	927	781.75	801	37.0873
POCFKNDN_00768	1656	1510.75	1330	31.8655
POCFKNDN_00769	309	165.331	2797	612.35
POCFKNDN_00770	1281	1135.75	3375	107.56
POCFKNDN_00771	462	316.819	594	67.8634
POCFKNDN_00772	591	445.75	117	9.5007
POCFKNDN_00773	2022	1876.75	1524	29.3927
POCFKNDN_00774	1698	1552.75	1781	41.5168
POCFKNDN_00775	969	823.75	2171	95.395
POCFKNDN_00776	939	793.75	2223	101.372
POCFKNDN_00777	390	245.123	1082	159.773
POCFKNDN_00778	777	631.75	1601	91.7291
POCFKNDN_00779	1911	1765.75	2970	60.8819
POCFKNDN_00780	1140	994.75	585	21.2864
POCFKNDN_00781	2085	1939.75	1039	19.3879
POCFKNDN_00782	1359	1213.75	741	22.0979
POCFKNDN_00783	885	739.75	618	30.2388
POCFKNDN_00784	747	601.75	605	36.3915
POCFKNDN_00785	741	595.75	1069	64.9494
POCFKNDN_00786	777	631.75	817	46.8099
POCFKNDN_00787	693	547.75	476	31.4547
POCFKNDN_00788	390	245.123	2320	342.582
POCFKNDN_00789	1617	1471.75	257	6.32063
POCFKNDN_00790	279	136.675	38	10.0637
POCFKNDN_00791	414	268.994	175	23.5482
POCFKNDN_00792	1740	1594.75	2265	51.4087
POCFKNDN_00793	366	221.33	1125	183.981
POCFKNDN_00794	1800	1654.75	5615.86	122.841
POCFKNDN_00795	783	637.75	156	8.85391
POCFKNDN_00796	270	128.09	51	14.4118
POCFKNDN_00797	756	610.75	360	21.3354
POCFKNDN_00798	393	248.123	276	40.2627
POCFKNDN_00799	432	286.938	454	57.2702
POCFKNDN_00800	1005	859.75	1191	50.1419
POCFKNDN_00801	552	406.75	957	85.162
POCFKNDN_00802	1503	1357.75	758	20.2074
POCFKNDN_00803	447	301.85	128	15.349
POCFKNDN_00804	1419	1273.75	298	8.46824
POCFKNDN_00805	753	607.75	286	17.0334
POCFKNDN_00806	999	853.75	316	13.3973
POCFKNDN_00807	1755	1609.75	557	12.5244
POCFKNDN_00808	1179	1033.75	547	19.1528
POCFKNDN_00809	1338	1192.75	380	11.5318
POCFKNDN_00810	324	180.035	82	16.4861
POCFKNDN_00811	870	724.75	150	7.49142
POCFKNDN_00812	897	751.75	154	7.41495
POCFKNDN_00813	2688	2542.75	479	6.81856
POCFKNDN_00814	666	520.75	1197	83.2005
POCFKNDN_00815	657	511.75	2063	145.916
POCFKNDN_00816	639	493.75	4023	294.92
POCFKNDN_00817	1014	868.75	4673	194.698
POCFKNDN_00818	636	490.75	3256	240.151
POCFKNDN_00819	681	535.75	660	44.5906
POCFKNDN_00820	1263	1117.75	379	12.2731
POCFKNDN_00821	615	469.75	75	5.77904
POCFKNDN_00822	1461	1315.75	1540	42.3651
POCFKNDN_00823	75	8.77391	4554.35	18788.6
POCFKNDN_00824	243	103.263	83.0857	29.1235
POCFKNDN_00825	372	227.264	3318.99	528.612
POCFKNDN_00826	85	9.54857	1442.33	5467.49
POCFKNDN_00827	375	230.218	3265	513.34
POCFKNDN_00828	477	331.786	2678	292.155
POCFKNDN_00829	606	460.75	3071	241.255
POCFKNDN_00830	1254	1108.75	5840	190.652
POCFKNDN_00831	474	328.819	2325	255.933
POCFKNDN_00832	1329	1183.75	6989	213.706
POCFKNDN_00833	2328	2182.75	6596.98	109.396
POCFKNDN_00834	1053	907.75	1952	77.835
POCFKNDN_00835	489	343.786	1939	204.15
POCFKNDN_00836	603	457.75	2984	235.956
POCFKNDN_00837	306	162.512	1238.8	275.917
POCFKNDN_00838	2073	1927.75	5605.94	105.259
POCFKNDN_00839	1485	1339.75	4505.23	121.718
POCFKNDN_00840	1488	1342.75	4932	132.95
POCFKNDN_00841	561	415.75	1070	93.1564
POCFKNDN_00842	633	487.75	396	29.3873
POCFKNDN_00843	1686	1540.75	1726	40.548
POCFKNDN_00844	213	77.4001	9358	4376.26
POCFKNDN_00845	1368	1222.75	997	29.5134
POCFKNDN_00846	774	628.75	356	20.4943
POCFKNDN_00847	1875	1729.75	11748	245.834
POCFKNDN_00848	621	475.75	701	53.3335
POCFKNDN_00849	354	209.481	687	118.706
POCFKNDN_00850	465	319.819	369	41.7621
POCFKNDN_00851	492	346.786	1599	166.897
POCFKNDN_00852	3207	3061.75	6532	77.2214
POCFKNDN_00853	1158	1012.75	2123	75.8768
POCFKNDN_00854	600	454.75	2200	175.11
POCFKNDN_00855	1134	988.75	1715	62.7825
POCFKNDN_00856	786	640.75	1427	80.6114
POCFKNDN_00857	1170	1024.75	500	17.6609
POCFKNDN_00858	945	799.75	1279	57.8865
POCFKNDN_00859	447	301.85	1101	132.025
POCFKNDN_00860	327	182.926	5391	1066.73
POCFKNDN_00861	1422	1276.75	3078	87.2617
POCFKNDN_00862	735	589.75	1139	69.9064
POCFKNDN_00863	1017	871.75	2269	94.2114
POCFKNDN_00864	1770	1624.75	418	9.31217
POCFKNDN_00865	510	364.786	82	8.13648
POCFKNDN_00866	339	194.683	87	16.1753
POCFKNDN_00867	960	814.75	143	6.35291
POCFKNDN_00868	498	352.786	447	45.8624
POCFKNDN_00869	516	370.75	310	30.2651
POCFKNDN_00870	1134	988.75	610	22.3308
POCFKNDN_00871	831	685.75	1070	56.478
POCFKNDN_00872	423	277.967	341	44.4041
POCFKNDN_00873	6033	5887.75	665	4.08821
POCFKNDN_00874	954	808.75	489	21.8855
POCFKNDN_00875	3591	3445.75	238	2.50008
POCFKNDN_00876	1296	1150.75	354	11.1348
POCFKNDN_00877	654	508.75	125	8.89338
POCFKNDN_00878	522	376.75	93	8.93493
POCFKNDN_00879	630	484.75	141	10.5284
POCFKNDN_00880	2934	2788.75	287	3.72506
POCFKNDN_00881	306	162.512	27	6.01368
POCFKNDN_00882	339	194.683	45	8.36654
POCFKNDN_00883	3339	3193.75	397	4.49936
POCFKNDN_00884	76	9.072	141.461	564.408
POCFKNDN_00885	1401	1255.75	124	3.57421
POCFKNDN_00886	897	751.75	141	6.78902
POCFKNDN_00887	987	841.75	121	5.20311
POCFKNDN_00888	408	263.047	88	12.1091
POCFKNDN_00889	798	652.75	330	18.299
POCFKNDN_00890	1254	1108.75	103	3.36252
POCFKNDN_00891	804	658.75	71	3.90121
POCFKNDN_00892	606	460.75	130	10.2127
POCFKNDN_00893	1257	1111.75	2082	67.7852
POCFKNDN_00894	2733	2587.75	487	6.81189
POCFKNDN_00895	3600	3454.75	809	8.47604
POCFKNDN_00896	1215	1069.75	879	29.7418
POCFKNDN_00897	858	712.75	292	14.8288
POCFKNDN_00898	3429	3283.75	436	4.80593
POCFKNDN_00899	2199	2053.75	528	9.30566
POCFKNDN_00900	360	215.374	24	4.03347
POCFKNDN_00901	1419	1273.75	413	11.7362
POCFKNDN_00902	1281	1135.75	920	29.3201
POCFKNDN_00903	768	622.75	1611	93.636
POCFKNDN_00904	1257	1111.75	1837	59.8085
POCFKNDN_00905	1596	1450.75	2518	62.8238
POCFKNDN_00906	1425	1279.75	2722	76.9882
POCFKNDN_00907	1758	1612.75	357	8.01239
POCFKNDN_00908	876	730.75	102	5.05234
POCFKNDN_00909	786	640.75	107	6.04444
POCFKNDN_00910	855	709.75	885.43	45.1554
POCFKNDN_00911	498	352.786	104	10.6704
POCFKNDN_00912	1158	1012.75	346	12.3662
POCFKNDN_00913	1029	883.75	79	3.23563
POCFKNDN_00914	1122	976.75	99	3.66871
POCFKNDN_00915	1029	883.75	135	5.52924
POCFKNDN_00916	309	165.331	235	51.4488
POCFKNDN_00917	639	493.75	137	10.0433
POCFKNDN_00918	765	619.75	80	4.67234
POCFKNDN_00919	810	664.75	47	2.55918
POCFKNDN_00920	1077	931.75	242	9.40107
POCFKNDN_00921	1308	1162.75	269	8.37389
POCFKNDN_00922	195	63.3467	17.7316	10.1318
POCFKNDN_00923	921	775.75	135	6.29902
POCFKNDN_00924	300	156.785	237	54.7148
POCFKNDN_00925	873	727.75	345	17.1592
POCFKNDN_00926	861	715.75	414	20.9363
POCFKNDN_00927	132	23.6216	977	1497.09
POCFKNDN_00928	1191	1045.75	270	9.34538
POCFKNDN_00929	612	466.75	560	43.4275
POCFKNDN_00930	513	367.75	280	27.5592
POCFKNDN_00931	456	310.819	28	3.2607
POCFKNDN_00932	582	436.75	48	3.97804
POCFKNDN_00933	1212	1066.75	89	3.01987
POCFKNDN_00934	76	9.072	388.968	1551.93
POCFKNDN_00935	76	9.072	243.089	969.891
POCFKNDN_00936	534	388.75	2689	250.37
POCFKNDN_00937	306	162.512	544	121.165
POCFKNDN_00938	300	156.785	518	119.588
POCFKNDN_00939	795	649.75	6124	341.154
POCFKNDN_00940	1776	1630.75	1129	25.0592
POCFKNDN_00941	939	793.75	582	26.54
POCFKNDN_00942	765	619.75	1299	75.8672
POCFKNDN_00943	657	511.75	2821	199.529
POCFKNDN_00944	519	373.75	494	47.8417
POCFKNDN_00945	1626	1480.75	517	12.6378
POCFKNDN_00946	786	640.75	488	27.5672
POCFKNDN_00947	417	271.967	327	43.5204
POCFKNDN_00948	948	802.75	1549	69.8445
POCFKNDN_00949	1368	1222.75	1835	54.32
POCFKNDN_00950	585	439.75	310	25.5163
POCFKNDN_00951	249	108.705	14	4.66166
POCFKNDN_00952	1050	904.75	44	1.76029
POCFKNDN_00953	465	319.819	41	4.64024
POCFKNDN_00954	615	469.75	174	13.4074
POCFKNDN_00955	1623	1477.75	1050	25.7187
POCFKNDN_00956	621	475.75	41	3.11937
POCFKNDN_00957	525	379.75	104	9.91281
POCFKNDN_00958	990	844.75	115	4.92755
POCFKNDN_00959	747	601.75	88	5.29331
POCFKNDN_00960	999	853.75	194	8.22493
POCFKNDN_00961	327	182.926	300.337	59.4283
POCFKNDN_00962	801	655.75	3	0.165594
POCFKNDN_00963	1191	1045.75	0	0
POCFKNDN_00964	384	239.171	0	0
POCFKNDN_00965	576	430.75	0	0
POCFKNDN_00966	603	457.75	39	3.08388
POCFKNDN_00967	585	439.75	48	3.95091
POCFKNDN_00968	849	703.75	9	0.462898
POCFKNDN_00969	1698	1552.75	195	4.54563
POCFKNDN_00970	1197	1051.75	64	2.20256
POCFKNDN_00971	441	295.88	69	8.44101
POCFKNDN_00972	666	520.75	49	3.40587
POCFKNDN_00973	846	700.75	51	2.63432
POCFKNDN_00974	633	487.75	22	1.63263
POCFKNDN_00975	1092	946.75	122	4.66429
POCFKNDN_00976	909	763.75	5	0.236963
POCFKNDN_00977	624	478.75	11	0.831659
POCFKNDN_00978	207	72.6536	128	63.7697
POCFKNDN_00979	372	227.264	179	28.5092
POCFKNDN_00980	2232	2086.75	31	0.537715
POCFKNDN_00981	810	664.75	7	0.381154
POCFKNDN_00982	2754	2608.75	32	0.443995
POCFKNDN_00983	1464	1318.75	19	0.521497
POCFKNDN_00984	1032	886.75	75	3.06141
POCFKNDN_00985	828	682.75	31	1.64347
POCFKNDN_00986	495	349.786	10	1.0348
POCFKNDN_00987	294	150.956	13	3.11712
POCFKNDN_00988	870	724.75	23	1.14868
POCFKNDN_00989	903	757.75	3	0.143303
POCFKNDN_00990	1305	1159.75	444	13.8573
POCFKNDN_00991	705	559.75	108	6.98378
POCFKNDN_00992	1065	919.75	23	0.905147
POCFKNDN_00993	339	194.683	0	0
POCFKNDN_00994	444	298.85	0	0
POCFKNDN_00995	1632	1486.75	0	0
POCFKNDN_00996	651	505.75	0	0
POCFKNDN_00997	462	316.819	0	0
POCFKNDN_00998	636	490.75	0	0
POCFKNDN_00999	1020	874.75	0	0
POCFKNDN_01000	1029	883.75	0	0
POCFKNDN_01001	678	532.75	71	4.82388
POCFKNDN_01002	282	139.479	0	0
POCFKNDN_01003	288	145.149	0	0
POCFKNDN_01004	297	153.895	0	0
POCFKNDN_01005	444	298.85	0	0
POCFKNDN_01006	77	8.82069	405.94	1665.79
POCFKNDN_01007	2637	2491.75	514	7.46655
POCFKNDN_01008	630	484.75	77	5.74955
POCFKNDN_01009	894	748.75	125	6.04275
POCFKNDN_01010	1170	1024.75	419	14.7998
POCFKNDN_01011	1212	1066.75	1129	38.3083
POCFKNDN_01012	822	676.75	433	23.1591
POCFKNDN_01013	1194	1048.75	494	17.0497
POCFKNDN_01014	426	280.967	741	95.4607
POCFKNDN_01015	3558	3412.75	1677	17.7865
POCFKNDN_01016	1194	1048.75	656	22.6409
POCFKNDN_01017	2022	1876.75	435	8.38965
POCFKNDN_01018	549	403.75	157	14.075
POCFKNDN_01019	744	598.75	131	7.9193
POCFKNDN_01020	534	388.75	144	13.4077
POCFKNDN_01021	492	346.786	278	29.0164
POCFKNDN_01022	612	466.75	568	44.0479
POCFKNDN_01023	429	283.967	4387	559.192
POCFKNDN_01024	1119	973.75	2608	96.9441
POCFKNDN_01025	807	661.75	1193	65.2541
POCFKNDN_01026	885	739.75	582	28.4773
POCFKNDN_01027	1245	1099.75	763	25.1126
POCFKNDN_01028	1296	1150.75	1243	39.0977
POCFKNDN_01029	678	532.75	269	18.2764
POCFKNDN_01030	1146	1000.75	449	16.2398
POCFKNDN_01031	1437	1291.75	1448	40.5743
POCFKNDN_01032	528	382.75	606	57.3085
POCFKNDN_01033	4611	4465.75	3511	28.4575
POCFKNDN_01034	444	298.85	1619	196.089
POCFKNDN_01035	1074	928.75	14768.8	575.583
POCFKNDN_01036	474	328.819	1546	170.182
POCFKNDN_01037	1386	1240.75	1957	57.091
POCFKNDN_01038	798	652.75	948	52.5681
POCFKNDN_01039	1857	1711.75	2106	44.5327
POCFKNDN_01040	312	168.264	7272	1564.31
POCFKNDN_01041	1221	1075.75	21163	712.077
POCFKNDN_01042	963	817.75	2963	131.151
POCFKNDN_01043	1086	940.75	1769.69	68.0902
POCFKNDN_01044	777	631.75	937	53.6853
POCFKNDN_01045	705	559.75	1004	64.9233
POCFKNDN_01046	2136	1990.75	1422.97	25.8727
POCFKNDN_01047	1665	1519.75	1757	41.8466
POCFKNDN_01048	777	631.75	3009	172.4
POCFKNDN_01049	927	781.75	162	7.50081
POCFKNDN_01050	375	230.218	580	91.1905
POCFKNDN_01051	948	802.75	257.448	11.6084
POCFKNDN_01052	1152	1006.75	655	23.5494
POCFKNDN_01053	309	165.331	97	21.2363
POCFKNDN_01054	1254	1108.75	79	2.57902
POCFKNDN_01055	369	224.264	107	17.2698
POCFKNDN_01056	843	697.75	375	19.4533
POCFKNDN_01057	588	442.75	79	6.45847
POCFKNDN_01058	270	128.09	113	31.932
POCFKNDN_01059	1137	991.75	941	34.3438
POCFKNDN_01060	1047	901.75	1311.94	52.6611
POCFKNDN_01061	690	544.75	322	21.3954
POCFKNDN_01062	816	670.75	156	8.41831
POCFKNDN_01063	540	394.75	48	4.40129
POCFKNDN_01064	294	150.956	33	7.9127
POCFKNDN_01065	1257	1111.75	251	8.17199
POCFKNDN_01066	960	814.75	182	8.08552
POCFKNDN_01067	528	382.75	196	18.5354
POCFKNDN_01068	453	307.85	167	19.6353
POCFKNDN_01069	561	415.75	1015	88.368
POCFKNDN_01070	3402	3256.75	283	3.14531
POCFKNDN_01071	1092	946.75	29	1.10872
POCFKNDN_01072	459	313.819	930	107.267
POCFKNDN_01073	354	209.481	420	72.5715
POCFKNDN_01074	774	628.75	1683	96.8874
POCFKNDN_01075	726	580.75	603.837	37.635
POCFKNDN_01076	1521	1375.75	490	12.8919
POCFKNDN_01077	1434	1288.75	266	7.47092
POCFKNDN_01078	540	394.75	17	1.55879
POCFKNDN_01079	852	706.75	25	1.28037
POCFKNDN_01080	804	658.75	97	5.32982
POCFKNDN_01081	852	706.75	37	1.89495
POCFKNDN_01082	2316	2170.75	137	2.2844
POCFKNDN_01083	1011	865.75	2	0.0836178
POCFKNDN_01084	4686	4540.75	96	0.765252
POCFKNDN_01085	693	547.75	9	0.594732
POCFKNDN_01086	768	622.75	41	2.38304
POCFKNDN_01087	1641	1495.75	393	9.51031
POCFKNDN_01088	1704	1558.75	66	1.5326
POCFKNDN_01089	4083	3937.75	227	2.0866
POCFKNDN_01090	783	637.75	1738	98.6417
POCFKNDN_01091	83	9.0678	4065.27	16227.4
POCFKNDN_01092	74	9.3125	1272	4944.04
POCFKNDN_01093	75	8.77391	2571	10606.4
POCFKNDN_01094	76	9.072	1061.8	4236.45
POCFKNDN_01095	354	209.481	3101	535.82
POCFKNDN_01096	534	388.75	4752	442.453
POCFKNDN_01097	432	286.938	2926	369.103
POCFKNDN_01098	690	544.75	7633	507.177
POCFKNDN_01099	498	352.786	4810	493.508
POCFKNDN_01100	369	224.264	8535	1377.55
POCFKNDN_01101	4284	4138.75	23761	207.805
POCFKNDN_01102	4212	4066.75	27276	242.77
POCFKNDN_01103	378	233.195	8366	1298.55
POCFKNDN_01104	471	325.819	6878.59	764.159
POCFKNDN_01105	2094	1948.75	23847	442.934
POCFKNDN_01106	120	18.3697	4636.81	9136.47
POCFKNDN_01107	1191	1045.75	17146.2	593.472
POCFKNDN_01108	312	168.264	5916	1272.62
POCFKNDN_01109	645	499.75	15688.4	1136.28
POCFKNDN_01110	621	475.75	6617	503.435
POCFKNDN_01111	303	159.641	5280	1197.15
POCFKNDN_01112	1044	898.75	10290.8	414.448
POCFKNDN_01113	330	185.834	5067	986.93
POCFKNDN_01114	846	700.75	14931	771.235
POCFKNDN_01115	255	114.133	3041	964.422
POCFKNDN_01116	192	60.9977	2543.52	1509.33
POCFKNDN_01117	270	128.09	3669	1036.8
POCFKNDN_01118	369	224.264	5374	867.361
POCFKNDN_01119	318	174.16	5664	1177.16
POCFKNDN_01120	540	394.75	9564.99	877.049
POCFKNDN_01121	306	162.512	3023	673.31
POCFKNDN_01122	396	251.098	2726.57	393.038
POCFKNDN_01123	537	391.75	14133	1305.83
POCFKNDN_01124	357	212.438	8928	1521.18
POCFKNDN_01125	525	379.75	3789	361.15
POCFKNDN_01126	183	54.3046	428	285.278
POCFKNDN_01127	435	289.909	3379	421.878
POCFKNDN_01128	1320	1174.75	19800	610.072
POCFKNDN_01129	195	63.3467	2808	1604.48
POCFKNDN_01130	231	92.6068	1148	448.704
